124806375,2636990,41964139,92401102
55318966,-4248493,9244876,62518468
30266894,37438222,77859545,72835268
79840477,32466985,17286044,72130827
98231249,162127,29754319,80510772
94788285,22728085,3569351,91056502
80085678,14640301,15101600,62539781
83728759,-10490793,15624960,90790478
60776676,6777229,39570115,79530015
86650147,23457924,-4553978,91771457
67479451,-11294915,27366000,63604231
31519053,-25103807,51298875,67774245
97871952,3464823,34774779,71828243
87470277,10436919,60890306,56462469
20812214,8992560,5258001,81485235
91533637,32869042,54933973,62788711
77324152,6942296,63110400,52030789
109769833,-13264827,45202468,90028350
62586381,20359912,2197735,57858149
120554709,13150026,48647758,74590985
72084438,-15560862,32384960,67456213
113581224,10725621,44520920,70531057
65461029,-15961991,36038136,57580752
101552106,5796577,37400895,70550509
8930998,33365932,9796203,96100259
94482618,41962132,40207812,73346552
60950082,-7987829,27251929,53881843
89090225,-34217160,37851946,97651321
102272304,10040269,31115348,73312662
214133486,12488635,10283598,58763168
79719014,-9977916,7608533,94284350
105422931,11809286,72092643,84245083
125601272,12101601,45599749,80095791
11730563,-1124113,36504589,69437142
65975540,7317850,14189921,56663660
57011415,-10897814,24144418,55960722
55859463,42952444,21071284,54850028
83794854,5003049,31697934,59289797
124568617,4604323,33241536,98918613
66905197,43513079,34074175,53453911
60863419,-6679422,22378591,57360177
50176598,-12611415,-6732977,85715761
126722177,18675282,67640237,96489841
127346329,15784926,43621811,80135759
232795259,-2388821,31311249,95818938
73150402,2984335,24806915,57555030
109958403,470516,40645624,81038170
115559400,8658732,49984685,75424008
74196485,-1816612,33541470,54667560
47767462,-15429619,-12267363,96477785
64078692,-31767540,42513139,65528948
58960097,29950765,-16613086,82633529
63550900,13353975,124905522,93640968
96170110,16087180,42184572,50094234
62309691,2565631,22055288,49884712
140597493,13805461,44060470,94927448
78068911,-14135347,44341333,60059012
72121015,2513811,29673192,52129929
53610747,-5293140,-5640264,76740034
122214908,12377061,25608291,96425620
85298319,16498600,106245946,93584400
56731800,-32923955,44717618,57133995
-15426073,5794030,26757005,99423081
134618303,13996739,54927871,94088091
77978866,-110428570,-1009868,76948348
78704491,3215186,89226408,83254340
5448730,43821817,40772422,79062305
100974949,-29994157,43817250,99347723
77256572,10869100,13744100,64839435
134484377,20415712,45514459,86495197
24965543,-7184897,29600021,69167375
57913758,-30606567,49820479,56879386
64798185,14776470,41239055,70558462
111446512,22557029,51423238,68878990
70876928,-2891956,3887552,82077317
42637884,-20621585,23202234,71329678
86136129,-1052999,45385811,53999252
91272494,13096251,32032558,58339612
29560371,9119891,5908263,71959449
86348115,-2468277,43195268,57817112
146090836,15356119,45494837,97436023
58743194,26466590,-25209856,87529209
103450434,22967717,33362307,70165251
-911289,20034774,47942130,56692340
100483537,-3423659,18676833,97426305
113373663,-3628291,42149879,87048031
94937159,10301706,6883970,89947486
49669458,2835483,33962012,62053419
72077537,66145653,25409837,89922778
86733870,8424705,87085097,83932783
80700698,-8331177,36093870,65133954
55796895,3634421,-13168928,77527352
29050232,-24386910,15242619,96642014
102407967,29428675,34787698,74158632
40935096,-8111864,10138857,73585946
108309521,26847268,43675856,68590475
73991967,-18464099,35991747,68660509
59180231,98202688,45113281,89379044
138301137,15071374,44653718,90772096
88811833,2746353,50608684,55212758
38651311,-16501033,28107752,66289981
65467228,26220270,33802456,89491015
91554815,14038779,28322907,61389089
-9853136,6435866,50327519,76635506
79075580,-18822382,30328690,79765383
47967761,700297,-4469436,72349327
85966467,58403798,38353339,83126694
17227791,12524326,63942040,57080614
54367622,360822,-9514592,75717252
10946441,6195403,23655110,75751026
68674986,9556369,52335930,73596364
42284377,65749398,57683994,68953349
59624252,-24518929,19389794,76949267
32893462,-11105962,22157377,72603094
23755165,44015234,38511593,63210236
53695758,3602938,-12461385,74750153
-18565754,10848397,57550695,88158907
90479708,-36536,40478771,62233491
16495363,-22816724,40085857,82783548
87375678,5566136,50030494,50378859
30426912,-7497892,41897238,51721713
118865611,16375910,31076281,83609336
76299542,-11207128,24423185,75279475
106818167,14551335,38858730,65603960
57642452,-34239890,78959176,89380052
112227141,13999005,49924605,66691354
78578501,-537003,3652532,87658960
98554342,-2187517,29832310,83105501
118883383,10165960,38515565,82397762
59732150,10055142,43627769,65767684
12758479,9825879,70578491,70884728
88972879,11732990,28480497,60955352
70878327,312448,20270341,62491483
46653777,10948075,42175971,62299837
12525912,39447098,40253075,68130176
53912771,45539556,69357777,52262161
87047000,15686162,15119032,68437710
101577810,6984011,13530918,93258749
108658494,23292353,53217981,68620887
83045735,9653531,28446940,57141228
123348475,16432363,26640931,92471038
87424535,13012684,5136081,81472045
31864783,14512764,41664355,83421446
116071165,12653995,26130207,89483057
96243545,342391,44916488,63180521
98441235,10984572,52615345,58610565
97146253,1266628,32357428,75718529
-1899876,31511667,36888336,77984749
-1078310,6695419,34552757,76378160
40922394,81108909,44460181,77187929
33167658,24711051,18750405,54254583
60574469,-19274423,59577463,57965031
24263077,59743712,44663237,72278916
66807042,-35706842,39468538,75241315
134408773,5543633,49918282,97321926
17380613,-11365506,32360618,78172270
41310633,-22188269,10982568,86443025
90499405,13452741,34796386,54446266
97451938,18748274,30498118,62811725
92149705,37684657,42955410,63988357
116884265,9045442,39175683,80859006
193509941,3290324,-17784397,88538577
-4984875,8391749,42259363,70881727
63777920,15934844,-4744385,64783361
81347005,4212953,32610174,56719775
35406681,-8634245,37213592,52561939
53286441,72885891,18006325,85275439
74609120,-55736322,50551938,99436026
109494434,3180407,44519118,73990885
82320749,14017929,18385241,62113497
41802599,-18406440,38941002,54210959
85574578,10696107,-2822609,89896966
124283021,31007879,44849979,87550402
65807004,-22903445,41113025,59793382
50932805,59200071,29401365,60327418
121326054,41635900,42927094,97144284
12855833,65969855,53347043,94265241
94569651,1412273,41163086,64190366
111828319,3460436,37016451,83547395
107910240,16109085,45460431,58536589
50706593,74794024,55827969,67719782
58522763,87592705,32265682,90959221
101231863,-13676660,31448247,95656162
108622644,25897465,26848100,84781447
56675756,35447464,2433920,66798737
10057353,-17848991,49416366,80098652
57639717,-21805749,41171849,50469908
104364501,5568224,41794172,69197988
70455677,8352963,19289997,55008867
139893684,15933349,45504129,90652136
65124053,18929292,-23064218,84226982
103580095,10273344,42437379,63065331
72071776,-13285349,2517963,95035017
73391741,-17867369,45721240,57734011
113927059,8344615,42382313,75396032
49257880,60642680,25263362,67583021
86334743,5535892,31119490,61875256
3307016,36192828,44406848,69940548
9274502,8785642,52984932,57815422
74995359,9650713,91681036,75564204
-80439245,23809065,-14260849,71267107
71640966,55230533,31781127,72200055
97222742,40541224,31692758,83180626
93864245,4392287,45365129,56302717
6810990,14642786,49079033,50515892
107355475,16301747,39516762,63732913
90295576,23849722,34626307,56628583
61246059,10033604,-9733050,73141380
94625610,-17851494,29100921,95572067
91887041,-17192326,39546341,81729325
10694602,4768492,61652534,69080047
35391599,57086838,19991887,83164891
62570575,-60411767,40878662,94300061
123121738,12132453,38601929,84583440
81846207,16465395,45140014,68780312
-20889624,10202905,40972845,86261874
49591363,-45149742,49017237,67466351
63209115,20383686,44865437,95818688
79239773,9543966,11482016,70409654
82643075,-13089590,35647563,72281118
75585391,1321342,36409901,50050097
80569532,21581497,43722046,71910968
96432696,14251913,38614313,55762364
110831766,-2971989,34584813,91414808
81348207,716674,40129367,52698021
68281342,82203017,32904281,94689853
93022788,11310539,35239473,58668727
114328207,22926996,43957108,70407505
60519608,16121215,27588264,52652813
59872271,15193068,37157671,76568691
116972458,4676306,57870533,88705189
71827796,9680391,-19982411,94325709
58982989,84005908,29249285,90849021
100337285,14882989,44435569,53214586
112621699,14729882,40972103,69115584
40850969,380168,17933491,57383404
54059744,-17987591,12794742,71448991
118147875,13636014,66140600,89191204
76518143,-43724930,45355708,87083294
95733023,2444067,35138323,70346616
44646992,-17489511,38666270,50724624
-24162884,20942761,48069067,80979056
146554162,14322154,45638582,98789601
66030502,2912630,95264933,76921317
70897065,-16384601,30732573,68745044
60053682,-41612104,18805936,95055879
61837443,-45806994,44243423,75596894
58587421,14796726,5551247,50435314
34563250,21011172,15011428,52898108
38246253,-2644600,27328850,53617557
111051010,7023712,65838251,88404070
143085368,124243889,29749589,93534249
65081675,6789222,9332348,61156266
71507404,7614082,-16036960,92126137
93588863,-63334124,-42803824,72601870
105811668,49153662,43489662,88585276
43269512,-5078001,-11019822,89376307
115481664,19765552,53793252,72492687
80120741,55005858,36893597,75342621
96518188,12705352,33308625,62700132
95818532,-17079675,36420309,88673899
115982220,3000984,35567764,89609432
99166825,6754733,52918767,63869538
114057522,53847228,45304283,99710450
28808962,13892169,70766753,50956220
-12523401,11073910,60025316,84365530
-907720,12938749,37309780,67207171
-1977105,14149528,45473302,58902282
71771188,-26845509,43056346,67756410
76043739,-10552679,84505022,89639944
89805556,5495681,8580264,87925948
70017755,21076523,17808564,50395350
70372575,-23724392,38749019,67543952
129142159,13523545,45828421,81986055
86751775,3045445,28580219,67322395
249819902,4260840,58295998,97641945
74444888,2211841,18961938,65466994
88777308,-7505631,47832254,62653779
96651754,9099871,38198892,61548980
72039397,30143483,26022977,53269509
120379956,-940879,41267827,92249365
29008492,-15458596,30914449,72083625
55755818,22174699,33662871,52960024
98977117,26709110,38486084,64309615
95585236,-17739643,25959936,99561110
14182678,-11051752,20559505,92857528
126085513,10256984,50153316,84520359
27398686,53077498,64109793,77592756
93368600,-11961528,60843018,84711910
97452508,15681994,11194315,82772298
50828116,-32484535,44320244,53884274
76721695,12260482,10693649,65963592
-6421549,6367789,36767832,79834460
4686220,-7464928,31109039,88217662
76845880,4889177,12586365,71566440
56110193,66917419,15579657,84557378
68548906,-366173,17394053,63717047
97044838,9376643,35599238,64264822
35084583,-544998,22169016,59839530
74733276,-35375991,27891783,94413358
92565785,16275817,22133629,66352576
126094846,14181112,38275245,85834762
30200838,-2164578,65113761,59968427
-17219545,11066321,30520277,92180902
75624211,-376248,5924963,82271366
91165455,-1163617,12614327,91910785
9347075,9675619,35380276,62144985
96155390,14825511,36558542,56967312
22179731,-32773831,45387813,81754278
132646967,15659360,53281217,88807634
121486855,7538840,41656684,84487803
70052019,-19449586,39578738,62118917
17793967,15203517,73173201,63066656
97010989,-17869884,42140180,84936550
57691189,38776815,-4785599,78363028
73106519,-168092404,38084255,56568694
60430709,12415453,-6883709,67094829
65054264,10010518,1791479,65448133
63938644,-21730059,92434017,96641235
43852700,15115843,128584307,92506380
26880789,13287534,-16571559,92951188
99417951,-4294679,45606611,70301981
3323492,2607215,36399963,74217299
-64245412,2875569,123762448,78762393
78002440,-7852287,15804431,82246201
270281798,15547185,45307071,63617914
65065609,-34545050,15798835,96007804
54731542,10591387,56498222,96560237
111994796,15232176,16179631,92778856
131135771,19768994,43707647,84306613
60777679,1493270,21396199,50084397
57865073,-32390068,41142190,61308979
98117020,22935168,74747872,79252112
92659603,-34221274,169358240,55793455
21748585,-5684686,17148885,83335268
63517854,9508547,102295990,74844015
25531951,-45064396,54514267,96937501
169191460,26752489,-35187220,80794118
35987699,-23058342,8197969,95420743
54331238,-3600917,-26637968,96766028
99604980,667271,21230208,89903368
74674926,48752467,35677031,64859771
58414191,-29765383,26475304,73900167
74698836,-1470745,61063493,55771582
76108756,28128468,2333284,79013384
51154843,34619627,-27855410,92781757
81632842,20296271,25632612,53405970
79336213,12538933,21606842,57386297
109004066,34568630,36414307,84267876
61478957,57115181,48168174,50214395
42434414,-13266134,18535419,68844632
92362522,-6027465,17792758,92793114
108009966,15793237,34175801,70236799
56675036,7108912,-22439135,84201131
114800652,16386415,49367089,66320253
55491056,-29798780,24471799,73013909
129368364,14464815,31093422,96006040
86582223,-4131499,39910151,62999476
66091749,-37725765,42763545,73250113
13451555,-12075530,66990197,88504775
54034596,26877270,-2197305,60218645
45077531,16307581,-15428931,70591777
59930425,27790462,44809734,63512328
81649130,-15495228,28498152,80842194
54745784,3658932,26452868,70398015
58690085,544170,-14308795,84650994
70397632,14340218,-16994261,85247576
92423547,10979071,41533357,52107028
17360674,-6573714,30551169,75210072
55924744,66721562,30050764,69705023
65867149,-33528041,12982535,98608525
39758279,-1164867,5853606,72100975
60884164,3033997,-3390709,73436910
72390816,46482081,30157019,65825357
88632844,-2468408,22321655,80975599
99457112,14519289,4595193,92538824
33037000,25143381,14088761,59479145
66867649,-22126361,27108188,74081705
100471097,-1846471,38446778,76066909
87842332,-25383855,44779330,80642744
53663898,-18559428,1932457,82486767
98836323,15267463,51194929,53302692
97877845,13256817,1185733,95631396
49696625,24435505,115952345,78495462
102201915,11126539,29890535,73380846
107043209,3330499,70326857,92578112
26437939,10766253,24340932,55003187
143067319,15101194,45295126,94866987
79030766,1662236,10271352,79293417
67604761,12068976,7928737,59803392
53416615,-16739364,-804352,83156209
124454132,506423,45655916,90487727
53381371,33825278,13457433,50858786
69765848,16218378,13020078,52723457
-16883191,11374887,40784739,81271515
7926077,34710067,16996493,91249033
94895469,-6781131,54305450,74520690
91890032,10585851,36467501,57032541
20541267,4389909,94978216,92937798
-14517396,12966633,56570717,81012208
139256264,13161751,44579182,93711217
72507416,974586,85355489,75427207
105941592,-8053001,65648858,98182199
46537857,-30471764,43339009,57142856
-12654026,6983007,58735664,87297289
81942741,26238613,91031828,82665316
-5643228,19041129,21842320,84303646
85390302,-11962078,43321526,66227243
65637620,-102007780,-31179909,64368800
65515061,4901647,52757299,54305860
56502523,2906118,-30196430,95989012
96928561,10385846,18230078,80508591
123611054,15550584,44017507,76238972
129830590,19291009,45107054,81123972
70867173,35597874,31254715,52319884
106792514,19459095,44320747,59040335
89450641,-16142457,30033124,87755834
56539019,1123655,14742417,52868886
97100830,13709171,29759983,65827532
-11406035,1024568,33539365,93390056
37356882,52748213,20251485,76601374
110541653,-12681071,44306837,91111768
128079456,32549688,49527182,93608389
54087529,-9089755,19680936,55692204
68215369,20912096,40521308,53292517
129163943,8240761,56671192,96133280
72717584,-36789076,23133040,98569476
25755219,41425245,20186834,76944720
38556265,-37684503,32719769,82956453
94627303,10422841,69677258,72420736
61295186,3066653,-22592429,93016916
4216547,46148683,38361682,85032050
89916203,6949779,51715497,53220541
2482023,16311243,43818223,53936486
88326141,-39618142,44635474,95504666
90619865,-27015102,40927140,88903760
76903960,-2785164,23964871,67920162
16164450,5182759,44982318,50218440
83747090,3517853,35116182,57308914
137372015,13083169,43536532,92948431
784671,12996794,44439877,58326615
84894675,6583253,16906591,73600700
69914694,-5215920,59044046,52713185
70338253,13036861,36706163,82355279
70895976,10171134,-8945847,81866711
133056319,6475121,44137446,94639936
88000997,16451449,18726120,65019304
62176620,7923625,15358192,51090727
-18198741,25879942,33757079,91783133
55924847,12604356,51047431,78048467
59991257,87399918,38043822,86456758
67373916,-11511546,9092521,81988799
94720303,13067814,83993934,84185053
1175069,12947037,68900212,77668954
116482227,6638294,52349699,80732135
95766937,37176138,36311859,73740622
103663468,26634340,63521308,77271277
99746832,14803154,16957896,80182024
43981396,9652007,40275318,52797263
27278052,9229756,12206922,67833335
66191329,-699556,45729013,78586261
137704189,16039353,45008284,88852446
64470140,8672298,33086637,90993109
81054624,10408349,31544654,51297659
114229101,10744567,58538453,80562176
68081246,-15274996,21454622,74098231
82533915,15917077,22547149,56265755
80684075,-20151848,20134968,92896822
62429054,-31252016,44953227,60923736
54972678,9018652,-25054281,83204288
102189779,10005872,24339952,80040229
108771605,29597370,37228299,78250115
86340513,3630075,38321708,56584708
92878992,10406944,44486034,50182315
72861174,-22528960,42359261,65226736
50193060,60552015,-551955,92372477
106743731,-4980092,50304127,80566516
56139484,65812497,25435266,73626146
72343437,27622938,18046996,59028804
70908464,-2820539,58848768,51116471
111634471,27165660,41475636,74434301
56868140,21132741,115210456,76663444
56611819,10369361,131585920,96366913
105504441,14172570,17256574,86271211
64083747,60382471,33971974,67603815
62196980,-16650263,8239886,82803220
75442048,12832492,42064319,99698004
65065404,-29393062,40034827,66619558
79634157,-7750278,13478415,86101915
98419497,20249918,43445612,52333665
67004650,-45701320,45430262,79471569
68575101,44193615,32979685,56898472
100797307,-3403673,62803332,85542838
64519472,69305632,33266473,77668064
55324118,-23919063,39888727,51550336
24305184,-45988150,38809521,99421645
53616128,-599140,43078693,52504777
8087839,4720671,50052212,60134576
74698115,-7469641,39349203,55014559
111539030,9218707,26639113,87877086
103260489,59466978,-64325967,90129524
57109963,64149745,38570231,59798882
22285688,5527327,65067417,60145003
99124784,8530679,45622254,57167757
94979271,13133749,74123981,74508390
37620736,-46317086,26927735,98316601
67558935,6098560,38551221,57793582
73873173,-29261514,31236614,84093968
2841558,20689793,41741233,57568501
54475831,-1249576,-18551750,86473042
92797818,29438033,14035763,85309495
72687293,-47505122,33418779,98969614
75931195,50052975,29465273,73628312
89816633,8520580,98696028,98530617
130903310,23225783,44420242,86818364
85790783,11103826,33033424,53849429
56847080,-4556487,-21293567,94893125
55300060,-76714428,45087812,99122616
105591951,15035393,48331449,57426557
61245213,27459837,255598,65559164
65846934,10693885,32714868,81750023
117247832,11374871,22089912,95979027
98074304,23279574,64281938,69087973
66716463,12308006,57945520,68888391
72234934,31438234,-11833437,92616079
31192319,-10744000,28401871,67697791
75482485,-49013804,38396095,98296357
112549059,22360384,44226312,67792562
-2835456,-8847965,43478417,84752959
164920921,10932747,-35036343,78652069
70339524,14641892,42422553,79644089
-18224122,9761587,31478996,93531501
65867108,-12203392,38120444,52145940
95257716,11818388,44061434,51573847
68634953,-10543227,-6467851,97841941
121804837,10636676,44747977,78616176
109320748,21499098,35610017,72319304
93433129,22233608,36956926,55819222
65636981,-57228269,51676143,93079962
103260223,11342319,41268457,62845615
104761458,14162444,43442859,59352012
-19365043,21202207,60301885,88673658
19427731,-130495449,21887876,51723151
112795678,8807836,43582879,72600819
82190852,37808687,65491002,68942852
96472795,9384162,4149056,95135628
-21243936,13146559,45480445,79164930
54413894,12088935,1255385,53266069
28599741,2389123,9128730,76430564
57462578,-29027720,35157219,63529036
60040434,13839692,40180715,72163559
122247045,8243632,39661359,86537917
79845358,-7575121,38747070,60869324
74512102,-8735382,40279068,55164274
75297015,6393671,25646995,55452307
86234926,-147076398,53142979,64031558
100855570,7464443,60409671,72339301
70026299,-42537072,43245857,81513701
76035192,15068473,88770299,68275527
93300475,13521232,31621720,60353465
73174218,18841010,-21318274,90443110
62663020,-19363593,32439850,61782705
54749412,-17776330,75405994,66470246
100431677,-2814545,35670067,79772248
117830892,31858527,63176405,96317924
62506673,55166992,24675801,70107438
-3072458,32619970,51126120,74622704
49688433,39544501,-3306756,74624475
66095863,-9332888,1125320,86499513
58212011,-51678673,26351929,95734727
53273908,-40860380,19657988,86672311
140372729,62855192,-36453719,97604227
113091609,9363379,28308333,87615839
48252570,-33108977,36333198,65071615
128989208,16381231,65068264,96214753
62803854,-45733029,59266526,86342044
115957846,12717739,39291685,76144307
23018063,16453839,-8565641,85641688
68336640,-5425760,5984078,79974215
56576255,35974109,81494023,57496496
84163860,15083762,30428833,50847534
107592775,-17665456,49241548,93038367
84537179,13443850,31155830,52133357
72951913,-23119296,66527784,81137577
69026174,19237497,32913328,74516347
431742,11999759,65956925,76416026
80582577,5257868,19360478,68160312
67356363,39194242,19308232,64352112
122834065,6734407,43820337,84475248
87121481,-2072069,21238049,80151535
91119265,11707886,5952030,85655247
-25196770,6418974,41373153,93952609
70012346,19854444,7667945,59308315
86742056,-26169828,43056745,82050999
71766581,22248322,89415258,66882257
21597822,-22844454,43138353,74656359
108016492,-446516,58676919,85679011
71643197,5845690,7819007,70174361
126985624,19007766,40626079,82476737
56652830,15864408,39684654,80816390
82288623,-4566914,38380023,60671382
101363277,12224074,10505374,90830017
56962744,22124656,54444663,95012490
68798052,78248960,40478424,83678112
54452441,-2459446,40498285,93294162
114031781,8406771,27885918,89934979
57420627,-9605371,113369794,98934776
82502589,29327437,-3981680,92921116
67149465,15077103,109562863,80174018
91573084,38338889,19086198,87935183
61417418,-49108723,24281520,98440539
84752614,-9884823,7764487,99068823
97825453,7471515,36637641,65912208
102338191,35668039,28216009,86899704
78255829,44476435,20878631,78963208
115734164,4675095,41260031,81995148
129838263,15521762,40780044,85732333
65176492,-51134201,36380141,92126591
68013105,69459352,28401599,86180702
80378663,-14530592,40624714,66480544
144101559,15786958,41518243,98992226
43748359,-41096742,43191703,70704998
88802444,10477992,34356971,56163355
66045242,64361125,9451959,98064171
106097031,-2280487,40234913,80338613
63068514,55039897,91692150,93253233
94640135,25861904,41196828,56414704
2084366,38439178,43114714,74702153
39237361,9295764,-16662478,84677377
63487201,-10401393,-10994809,97079286
-33461526,16065003,45633164,88311687
82210525,12276824,26142386,55987689
62641844,-24808459,6716866,92929326
67428904,-9335211,5157054,83802928
30829798,-7622641,59907610,59591150
74220087,10295150,3574392,72546416
114157148,24435494,73934642,95979371
92252347,13806146,35998867,54643518
38708905,13784146,-2804317,66859223
63314815,9773775,63911314,63054689
107782039,16037510,45140705,58800097
70831859,13783451,114737689,90324660
125159178,10768776,42611827,83974457
125646464,20380175,33142042,89994170
114975910,12868139,52558447,73204905
39248167,38877473,6725078,74365729
111509883,22426581,29162282,81883614
24996105,25604915,28770973,53299336
55811358,72888897,28172213,77637451
69084438,-19588757,32884211,67985151
76587556,-7842620,44560641,52065418
29933258,-16786504,50564190,60308041
28498082,-22066149,39636935,70479082
-20709879,11096908,50557171,83060778
116611950,15156016,43465736,70186102
14780724,37751119,37204044,67227875
54281986,-20130678,58953351,51904630
94401816,14967647,92588219,90560978
74688094,-2942297,33031569,56794725
67874037,-16801952,39085747,57786580
76153809,-1055866,27434966,61970648
7556478,-3148158,13824218,98315422
105050942,11994993,45583732,59668086
75660756,24329307,26679390,50420318
60813463,-25391697,20506835,77894317
75053597,-20285784,30068962,77466505
35563042,5739533,-4264195,79509741
83270837,-10880143,45773612,60573224
42555461,7635285,-19958721,86315948
105245796,19746409,50599700,59044245
106873634,26156949,41479445,68660629
-8058099,16206630,45401482,62997978
98482551,-7822837,27889324,90612356
112386337,-7164148,36470064,95276714
66548077,-36192046,34282131,80654117
74124145,58302794,22954985,86581621
73806448,5013740,24301268,56687410
39099337,30615339,-25983597,98961421
71956596,-4525888,37216089,51462282
81663526,-14961281,44353094,64467568
71909742,-3876679,66526678,60851603
54514692,-17871620,-13226966,97809379
57469386,-5379904,42568531,53574402
13271933,-8729251,45696921,66308406
90234333,-4314558,34155461,72589443
87492579,-935920,41257063,59367319
85432641,-17833501,40657748,74804287
47025262,-28425261,43385339,54562879
18728422,42822717,11008512,94547363
115354116,-2747641,42349977,87948039
86096402,21698250,93401059,84647779
75036253,-19757191,18476427,88512887
115947341,12181595,50500100,72804392
40952271,-26208318,18304530,83499477
74922178,-2210084,-5505484,94833730
56496009,35079748,-27500822,96186194
97579361,13344802,11714782,84715886
107405334,14817891,37256602,67526844
124183128,-86358461,-1156953,85314486
19219962,7232105,97099746,93538285
81767522,-4096842,17333438,80726784
132464965,15049967,32423324,97187543
107712800,5796137,44583607,69528911
65081702,12565460,1893277,62818830
69698608,2123415,-5216850,84988014
55687252,9289951,23612838,76490624
61230406,14041250,43637998,73560808
59768502,13692079,110806970,75422019
66543595,-19741129,56243445,61066676
88183006,2256422,66392756,70857884
-15246696,5677483,35501763,90615796
89262325,16486663,17308716,67662829
99221544,16316792,-1985161,97085789
13773692,12459276,39140277,51174708
60102167,54710334,34961115,56960793
99114670,-5121637,69067766,91842980
80281402,14991156,19352367,58133963
74137489,-3192036,25468441,64056951
45763174,-4048632,-8187684,83021101
61190549,-177182086,41798713,74088557
119090910,6776906,43018044,81491858
64077642,-20975516,23600312,73648723
55686068,2899372,42833529,53094905
41661898,-7474360,25028892,57331677
85168599,13977333,8197377,75189863
67437585,7110673,15152535,57370386
83786381,15398584,44120221,70359086
74952629,31264994,22805478,60521612
97719093,6450433,54761898,64569194
86953879,-38249495,45217212,92182450
101084474,15152766,44754614,53372980
26458501,55853351,41291333,69565401
83704129,-21182063,43928564,73153792
54844545,-40133687,19654866,87519278
75658252,9063680,-6586596,85377272
-115683028,48780124,43573654,97771556
57845206,16007487,55373358,86492770
60641402,12088171,41773347,86320193
78981650,-1563480,39310064,53430969
107413545,15917776,60802717,70837011
7132539,40881807,43704404,71506637
103249202,16249538,48670728,54209035
63794312,61138212,45735682,56306411
102462405,15388796,82591595,88203812
107243191,10426568,35267205,73745294
82206730,7111321,18935462,68355809
27879833,10074217,11042143,67551782
77823315,-16327413,54577142,67266401
56239588,6858623,9298960,52278346
61103240,7416862,33038423,50687434
104182728,52271487,41429053,92135269
88547788,-3124299,39932792,63935747
-7317589,-12318737,42034290,94150134
99993996,-3965330,32677250,83477955
19690225,15445151,25992201,55420715
75289019,-14506763,38167276,63824362
67133648,-10905502,36969138,53265889
76888801,-806322,21132566,68758412
4017916,-25505273,38523140,99512206
88316941,-1185034,41669913,60027953
90926492,12965911,40032205,50124246
60079457,9348764,84391830,53661216
83640045,-5253588,50754465,58186709
107259769,-8790985,43737286,84509380
49471240,7196608,-15126477,75006623
60189727,12248254,3764617,56372802
113032894,11202457,44755994,69270380
17775007,-9765228,42901137,65637059
62018045,3043897,-9043573,80213742
106958765,7146679,29873803,82134676
68301104,-11075484,59183845,57099172
62834474,38150810,70874991,55312806
74428613,54572468,41729580,64380925
53379207,-19761802,30081099,55255789
61711990,-13733795,95099031,89083318
65639497,12394878,43357688,88982742
57032510,-22180397,-6084155,97492930
75104667,10505355,42671484,94443277
111114010,-11606005,44315608,90600325
-24583617,14332527,40547374,86251693
36677376,53992070,19782875,78993336
136715068,12387209,40095050,96428698
104815984,4013639,30086496,82911772
